row_index,text,entity,role,ID
2184,no kakak menteri teddy paling pas dengan jabatan saat ini yang fungsi utamanya mengkoordinasi seluruh kementerian fungsi ini pas sekali dijabat teddy sebagai jembatan sekaligus mata dan telinga presiden agar seluruh kementerian tetap jalan pada relative yang diputuskan,teddy,PER,2425
2184,no kakak menteri teddy paling pas dengan jabatan saat ini yang fungsi utamanya mengkoordinasi seluruh kementerian fungsi ini pas sekali dijabat teddy sebagai jembatan sekaligus mata dan telinga presiden agar seluruh kementerian tetap jalan pada relative yang diputuskan,teddy,PER,2425
2185,annalena baerbock dari jerman yang terkenal karena keterlibatannya yang aktif dan antusias dalam genosida rakyat palestina penyebaran propaganda genosida rezim israel dan pembenaran publik atas kejahatan perangnya dilantik hari ini sebagai presiden majelis umum pirate bulletin board,annalena baerbock,PER,2426
2185,annalena baerbock dari jerman yang terkenal karena keterlibatannya yang aktif dan antusias dalam genosida rakyat palestina penyebaran propaganda genosida rezim israel dan pembenaran publik atas kejahatan perangnya dilantik hari ini sebagai presiden majelis umum pirate bulletin board,majelis umum pirate bulletin board,ORG,2426
2191,presiden kamu prabowo mantan presiden kamu jokowi,prabowo,PER,2433
2191,presiden kamu prabowo mantan presiden kamu jokowi,jokowi,PER,2433
2192,menteri ahy melaporkan kepada presiden prabowo bahwa pembangunan giant sea wall akan disesuaikan dengan kondisi geografis tiap wilayah kombinasi tanggul laut tanggul pantai dan rehabilitasi mangrove menjadi strategi utama,ahy,PER,2434
2192,menteri ahy melaporkan kepada presiden prabowo bahwa pembangunan giant sea wall akan disesuaikan dengan kondisi geografis tiap wilayah kombinasi tanggul laut tanggul pantai dan rehabilitasi mangrove menjadi strategi utama,prabowo,PER,2434
2193,sebuah akhbar tempatan hari ini memetik presiden persatuan pengguna siber malaysia mcca siraj jalil sebagai berkata rancangan kerajaan untuk mengetatkan pengesahan umur di platform media sosial seperti tiktok berisiko gagal sekiranya malaysia tidak terlebih dahulu,mcca siraj jalil,PER,2435
2194,bapak prabowo ini targetnya hanya jadi presiden sudah itu saja sudah cukup entahlah nasib rakyatnyabilangnya ekonomi kuatkuat ndmu kalau ingin perbaikan pertama pertama habisin tinggalan jkw babat habis korupsi,prabowo,PER,2436
2195,sangat setuju sampai saat ini thinking soeharto adalah presiden terbaik untuk indonesia,soeharto,PER,2437
2197,ada yang kepikiran tidak you jangan jangan smi menunggangi aksi unjuk rasa kemarin agar pemintaan mundurnya disetujui presiden dengar dengar dia sudah meminta mundur sejak awal tahun tahun mungkin mau lepas tangan atau mulai keder ngebayangin bagaimana mau bayar hutang yang bentar lagi jatuh tempo,smi,PER,2439
2201,dua posisi menteri masih kosong presiden prabowo akan tunjuk pejabat ada interim,prabowo,PER,2444
2202,mestilah hadi awang calon pm11 pas sudah menang tanpa bertanding jawatan presiden pas xkan ingin namakan orang lain hahaha,hadi awang,PER,2445
2203,presiden prabowo subianto bertemu dan berdiskusi dengan wakil ketua dpr ri bapak prof sufmi dasco ahmad siang ini di istana merdeka jakarta dalam pertemuan tersebut dibahas berbagai hal mulai dari perkembangan terkini di tanah blanked hingga sejumlah program prioritas,prabowo subianto,PER,2446
2203,presiden prabowo subianto bertemu dan berdiskusi dengan wakil ketua dpr ri bapak prof sufmi dasco ahmad siang ini di istana merdeka jakarta dalam pertemuan tersebut dibahas berbagai hal mulai dari perkembangan terkini di tanah blanked hingga sejumlah program prioritas,bapak prof sufmi dasco ahmad,PER,2446
2205,lah konennu kok melenxeng dinasti jadi umur yang membatasi usia presiden wapres siapa sedabgkan konstitusi sudah jelas usia tahun pernah nikah punya hugs and kisses nilih dqn dipiluh tinggi mana uud dengan uu pemilu,hugs,PER,2448
2205,lah konennu kok melenxeng dinasti jadi umur yang membatasi usia presiden wapres siapa sedabgkan konstitusi sudah jelas usia tahun pernah nikah punya hugs and kisses nilih dqn dipiluh tinggi mana uud dengan uu pemilu,nilih dqn,PER,2448
2207,kejadian di nepal dipicu protes massal information saja terhadap korupsi ketimpangan ekonomi dan larangan media sosial yang dicabut pm korean pride sharma oli mundur tapi presiden tidak rumah ekspm jhala nath khanal dibakar istrinya tewas terbakar menteri luar negeri arzu ranah deuba,pride sharma oli,PER,2450
2207,kejadian di nepal dipicu protes massal information saja terhadap korupsi ketimpangan ekonomi dan larangan media sosial yang dicabut pm korean pride sharma oli mundur tapi presiden tidak rumah ekspm jhala nath khanal dibakar istrinya tewas terbakar menteri luar negeri arzu ranah deuba,jhala nath khanal,PER,2450
2207,kejadian di nepal dipicu protes massal information saja terhadap korupsi ketimpangan ekonomi dan larangan media sosial yang dicabut pm korean pride sharma oli mundur tapi presiden tidak rumah ekspm jhala nath khanal dibakar istrinya tewas terbakar menteri luar negeri arzu ranah deuba,arzu ranah deuba,PER,2450
2208,tidak yang salah bapak salah nya kok mengoceh tidak jelas saja jokowi sudah habis sekarang bapak prabowo jadi presiden suka suka dia lah,jokowi,PER,2451
2208,tidak yang salah bapak salah nya kok mengoceh tidak jelas saja jokowi sudah habis sekarang bapak prabowo jadi presiden suka suka dia lah,prabowo,PER,2451
2212,berdasarkan data publik ahy memang punya nasab jelas sebagai putra surabaya ijazah dari west titik harvard dsb dan rekam jejak bagus di militer serta politik potensinya sebagai calon presiden menarik tapi keberhasilan tergantung dinamika politik dan dukungan rakyat,ahy,PER,2455
2214,anjing due presiden kok gampang di goblokii boneka boneka bangun keluarga small gagal sekarang kon percoyo bangun indonesia sing memilih opo goblok sangat your wingi kii,kon percoyo,PER,2457
2214,anjing due presiden kok gampang di goblokii boneka boneka bangun keluarga small gagal sekarang kon percoyo bangun indonesia sing memilih opo goblok sangat your wingi kii,wingi kii,PER,2457
2215,berdasarkan berita terkini sri mulyani memang diganti pada september setelah reshuffle kabinet prabowo istana bilang bukan mundur atau dipecat tapi evaluasi presiden ada spekulasi soal niat mundurnya pascaprotes dan penjarahan rumahnya agustus tapi tidak ada,sri mulyani,PER,2458
2215,berdasarkan berita terkini sri mulyani memang diganti pada september setelah reshuffle kabinet prabowo istana bilang bukan mundur atau dipecat tapi evaluasi presiden ada spekulasi soal niat mundurnya pascaprotes dan penjarahan rumahnya agustus tapi tidak ada,prabowo istana,PER,2458
2216,oke kaum pinkypinky pokoknya anies jadi presiden ya,anies,PER,2459
2219,peace balik pendapat menarik soal agus yudhoyono sebagai calon presiden dengan latar belakang militer dan politiknya dia punya rekam jejak yang cool kita lihat saja dinamika politik ke depan ada yang bisa kubantu,agus yudhoyono,PER,2462
2223,masa aksi yang meninggal dirinya langsung menghampiri ke rumah duka baru kali ini ada presiden seperti itu bukan hanya itu kenegarawanan prabowo dangat jelas tertampang setetlah dririnya tampil di depan umum untuk menenangkan masyarakat,prabowo,PER,2466
2224,namun sikap kenegaraan prabowo dalam kondisi seperti ini dalam menghadapi kerusuhan patut kita acungi jempol presiden diketahui selalu mengontrol kondisi setiap harinya bukan hanya itu prabowo setelah mengetahui adanya,prabowo,PER,2467
2224,namun sikap kenegaraan prabowo dalam kondisi seperti ini dalam menghadapi kerusuhan patut kita acungi jempol presiden diketahui selalu mengontrol kondisi setiap harinya bukan hanya itu prabowo setelah mengetahui adanya,prabowo,PER,2467
2225,seorang negarawan tidak ingin negara dan bangsanya terpecah belah dalam bentuk apapun itu lah prinsip yang di pegang teguh oleh presiden prabowo godaan karena keadaan dalam merespons kondiisi dengan emosi atau terjebak dalam politik yang dimana balas dendam politik selalu ada,prabowo,PER,2468
2226,keadaan ini tentunya menjadi ujian dari setiap pemimpin dimanapun berada untuk segera melakukan tindakan yang menghasilnya stabilitas politik yang baik dengan ini sikap kenegaraan presiden prabowo di uji prabowo tidak sertamerta melakukan pendekatan represif,prabowo,PER,2469
2226,keadaan ini tentunya menjadi ujian dari setiap pemimpin dimanapun berada untuk segera melakukan tindakan yang menghasilnya stabilitas politik yang baik dengan ini sikap kenegaraan presiden prabowo di uji prabowo tidak sertamerta melakukan pendekatan represif,prabowo,PER,2469
2228,menteri adanya visi presiden akhir pemerintahan jokowi dan awal prabowo banyak proyek yang makan anggaran melebihi cadangan kas negara pnbp tidak bisa diharapin tanya menteri bumn kenapa presiden tidak mau mengalahkan egonya demi negara dan maksa harus jalan proyeknya,jokowi,PER,2471
2228,menteri adanya visi presiden akhir pemerintahan jokowi dan awal prabowo banyak proyek yang makan anggaran melebihi cadangan kas negara pnbp tidak bisa diharapin tanya menteri bumn kenapa presiden tidak mau mengalahkan egonya demi negara dan maksa harus jalan proyeknya,prabowo,PER,2471
2229,mending prabowo atau ale yang jadi presiden,prabowo,PER,2472
2229,mending prabowo atau ale yang jadi presiden,ale,PER,2472
2231,teroris tidak hanya berkaitan dengan agama tapi juga dari hang out truth dan fear mongering setelah sri mulyani yang jadi korban deep palsu artificial intelligence soal guru beban negara kini menyasar ke rahayu saraswati yang notabene ponakan presiden yang videonya dipotong untuk membakar emosi,sri mulyani,PER,2474
2231,teroris tidak hanya berkaitan dengan agama tapi juga dari hang out truth dan fear mongering setelah sri mulyani yang jadi korban deep palsu artificial intelligence soal guru beban negara kini menyasar ke rahayu saraswati yang notabene ponakan presiden yang videonya dipotong untuk membakar emosi,rahayu saraswati,PER,2474
2232,pasca demo berdarah agustus bapak prabowo harus pandai memilih ulang anggota kabinetnya tuntaskan masalahnya di dpr masih jauh dari bersih bersih anggota nya presiden tidak punya kewenangan untuk ini yudikatif dan polri bagaimana pula ah pusing doh presiden,prabowo,PER,2475
2235,cek lagi fully understand bisanya kamu bilang april prabowo belum jadi presiden woi sementara stop it presenter menyebut presiden prabowo,prabowo,PER,2478
2235,cek lagi fully understand bisanya kamu bilang april prabowo belum jadi presiden woi sementara stop it presenter menyebut presiden prabowo,prabowo,PER,2478
2236,tidak ada alasan buat tidak periksa presiden prabowo sudah kasih dukungan maksimal buat rakyat aceh,prabowo,PER,2479
2239,presiden prabowo serius kawal ruuperampasanaset demi transparansi total,prabowo,PER,2482
2241,mensesneg prasetyo hadi menegaskan reshuffle kabinet jilid ii yang dilakukan presiden prabowo subianto tidak ada kaitannya dengan isu orang siapa fokus reshufflekabinet news obrol,prasetyo hadi,PER,2484
2241,mensesneg prasetyo hadi menegaskan reshuffle kabinet jilid ii yang dilakukan presiden prabowo subianto tidak ada kaitannya dengan isu orang siapa fokus reshufflekabinet news obrol,prabowo subianto,PER,2484
2241,mensesneg prasetyo hadi menegaskan reshuffle kabinet jilid ii yang dilakukan presiden prabowo subianto tidak ada kaitannya dengan isu orang siapa fokus reshufflekabinet news obrol,reshufflekabinet news obrol,ORG,2484
2243,tentu mungkin aku subjektif hey you kita lihat perspektif lebih luas fakta smi sudah kali sejak akhir jokowi jilid tapi meminta berhenti jadi menteri di presiden sekarang literally surabaya dan jokowi mohon smi untuk tinggal jadi menteri sampai semua stabil prabowo bilang tidak ada visi,smi,PER,2486
2243,tentu mungkin aku subjektif hey you kita lihat perspektif lebih luas fakta smi sudah kali sejak akhir jokowi jilid tapi meminta berhenti jadi menteri di presiden sekarang literally surabaya dan jokowi mohon smi untuk tinggal jadi menteri sampai semua stabil prabowo bilang tidak ada visi,jokowi,PER,2486
2243,tentu mungkin aku subjektif hey you kita lihat perspektif lebih luas fakta smi sudah kali sejak akhir jokowi jilid tapi meminta berhenti jadi menteri di presiden sekarang literally surabaya dan jokowi mohon smi untuk tinggal jadi menteri sampai semua stabil prabowo bilang tidak ada visi,jokowi,PER,2486
2243,tentu mungkin aku subjektif hey you kita lihat perspektif lebih luas fakta smi sudah kali sejak akhir jokowi jilid tapi meminta berhenti jadi menteri di presiden sekarang literally surabaya dan jokowi mohon smi untuk tinggal jadi menteri sampai semua stabil prabowo bilang tidak ada visi,smi,PER,2486
2243,tentu mungkin aku subjektif hey you kita lihat perspektif lebih luas fakta smi sudah kali sejak akhir jokowi jilid tapi meminta berhenti jadi menteri di presiden sekarang literally surabaya dan jokowi mohon smi untuk tinggal jadi menteri sampai semua stabil prabowo bilang tidak ada visi,prabowo,PER,2486
2244,banyak mahasiswa mahasiswa yang di kirim presiden sukarno untuk timbah ilmu di universitas sovyet waktu itu leonid bresnev pemimpin di chekoslavia presiden tito mahasiswa khusus belajar teknologi tragedi pada takut pulang karena akan di bunuh oleh suharto,leonid bresnev,PER,2487
2244,banyak mahasiswa mahasiswa yang di kirim presiden sukarno untuk timbah ilmu di universitas sovyet waktu itu leonid bresnev pemimpin di chekoslavia presiden tito mahasiswa khusus belajar teknologi tragedi pada takut pulang karena akan di bunuh oleh suharto,suharto,PER,2487
2246,menteri keuangan purbaya yudhi sadewa menghadap presiden prabowo subianto di istana merdeka jakarta pada rabu september purbaya menyampaikan bahwa kedatangannya bertujuan untuk melaporkan hasil rapat bersama komisi xi dpr ri yang digelar sebelumnya laporan dari,purbaya yudhi sadewa,PER,2489
2246,menteri keuangan purbaya yudhi sadewa menghadap presiden prabowo subianto di istana merdeka jakarta pada rabu september purbaya menyampaikan bahwa kedatangannya bertujuan untuk melaporkan hasil rapat bersama komisi xi dpr ri yang digelar sebelumnya laporan dari,prabowo subianto,PER,2489
2246,menteri keuangan purbaya yudhi sadewa menghadap presiden prabowo subianto di istana merdeka jakarta pada rabu september purbaya menyampaikan bahwa kedatangannya bertujuan untuk melaporkan hasil rapat bersama komisi xi dpr ri yang digelar sebelumnya laporan dari,purbaya,PER,2489
2247,sambutan hari taska negeri melaka kenneth william john presiden persatuan taska amplifier pjkk negeri melaka zaiton binti anyone but manchester united samah pengerusi penganjur hari taska peringkat negeri melaka,kenneth william john,PER,2490
2247,sambutan hari taska negeri melaka kenneth william john presiden persatuan taska amplifier pjkk negeri melaka zaiton binti anyone but manchester united samah pengerusi penganjur hari taska peringkat negeri melaka,persatuan taska amplifier,ORG,2490
